"성별","연령","주택가격","거주형태","총납입료 합계","사기여부"
2,65,18194,20,76914782,"Y"
1,56,36527,20,26772000,"N"
1,58,39027,20,17896800,"N"
1,65,12940,11,33724443,"N"
2,63,4494,12,37493966,"N"
1,57,14512,12,51528976,"N"
1,69,14887,99,2904000,"N"
2,57,16527,20,18563289,"N"
1,52,12645,13,50612827,"N"
1,66,6388,30,15250000,"N"
2,61,20277,20,31162432,"N"
1,65,12080,40,47328194,"N"
1,56,25770,12,456232625,"N"
1,57,25000,20,69333126,"N"
1,62,6250,30,71326994,"N"
2,73,4074,30,57363750,"N"
2,64,21722,20,36482813,"Y"
2,42,23472,20,120771771,"N"
2,55,7551,12,35964735,"N"
2,61,14722,20,103101928,"Y"
1,38,10111,40,120200,"N"
2,60,8990,99,16795566,"N"
2,51,11050,30,52460202,"N"
1,42,18333,20,50914389,"N"
2,57,3333,20,56344746,"Y"
2,53,9722,20,6029785,"N"
2,49,24722,20,37735868,"N"
1,53,3215,40,18127762,"Y"
2,46,15138,20,4221042,"Y"
2,43,9585,12,7190484,"N"
1,47,21944,20,12929236,"N"
2,76,10684,30,34360225,"N"
2,49,13142,11,95952252,"N"
2,62,9684,20,15143577,"N"
2,51,9621,12,19817147,"N"
2,48,5832,12,24147289,"N"
1,46,12777,20,3468408,"N"
1,63,6069,11,51552799,"N"
2,46,8888,20,95925542,"N"
2,47,13988,12,17071096,"N"
2,48,28055,20,167292324,"N"
2,59,53611,20,144217777,"Y"
2,64,3972,11,7995700,"N"
2,57,34027,20,27239143,"N"
2,49,11666,30,32498198,"N"
2,55,29861,20,295516139,"N"
1,45,2957,13,255386,"Y"
2,60,11343,30,29410539,"N"
2,54,21666,20,226128244,"N"
2,55,4258,13,19352441,"N"
2,57,5833,20,58656326,"N"
1,55,12222,20,12558742,"N"
2,71,0,12,60274886,"N"
2,60,5809,12,17513559,"N"
2,52,12222,20,11149643,"N"
2,62,11242,12,25207395,"N"
2,51,17083,30,57018552,"N"
2,58,10352,40,6924368,"N"
1,53,25000,20,23353699,"N"
2,43,32720,20,10920741,"N"
1,49,7083,30,3185926,"N"
2,50,16666,30,83512785,"Y"
2,48,1835,13,33741679,"N"
2,60,19722,20,45286766,"N"
2,37,32638,20,23429518,"N"
2,47,3120,11,12187868,"Y"
2,46,22916,30,10077967,"N"
2,49,11527,20,122647564,"Y"
2,63,5823,30,29528269,"N"
2,42,11944,20,19600183,"N"
2,56,22222,20,57113197,"N"
2,56,10416,20,20143629,"N"
2,56,12777,20,10360986,"N"
2,66,4579,12,4178546,"N"
1,54,6102,12,8261950,"N"
2,53,13333,20,46087726,"N"
2,47,8055,20,35689702,"N"
2,41,32916,20,29583625,"N"
2,58,6944,30,75069521,"N"
2,74,4012,40,6542572,"N"
2,69,15513,30,126776727,"N"
2,69,19027,30,39018471,"N"
2,69,8333,20,26476070,"N"
2,68,16250,20,30655587,"N"
2,66,18232,99,348331,"N"
1,65,37777,20,20759011,"Y"
2,64,2183,12,92961802,"N"
1,64,18472,20,3136405,"N"
2,63,5495,11,14270184,"N"
2,63,19722,20,51422687,"N"
2,62,18829,13,60353331,"N"
2,61,6171,11,53869869,"N"
2,61,6863,12,119300574,"N"
2,61,15555,20,11366226,"N"
2,60,9093,13,85262021,"N"
2,59,7703,40,212525856,"N"
2,59,36805,30,83130575,"N"
2,58,14444,20,22165396,"N"
2,57,17222,20,80365192,"N"
2,57,24861,20,80000,"N"
2,57,22222,20,255424111,"N"
2,57,30703,12,17770276,"N"
2,57,3955,11,99740898,"Y"
2,57,14444,20,27481397,"N"
2,57,28611,20,21535118,"N"
2,56,19166,20,68013791,"N"
2,55,2498,11,82362685,"N"
2,55,14444,20,13575504,"N"
2,54,13333,20,236393968,"N"
2,54,6915,12,90676355,"N"
2,54,12190,30,438829862,"N"
2,54,11213,30,21315642,"N"
2,54,14027,30,7772976,"N"
2,53,22777,20,84393745,"N"
2,53,4177,13,6272210,"N"
2,53,9444,30,12685243,"N"
2,53,8979,30,41896900,"Y"
2,52,0,11,41423597,"N"
2,51,5138,30,77086422,"N"
2,52,28055,20,17012934,"N"
2,52,7916,20,4433056,"Y"
2,51,27222,20,12542873,"N"
2,51,4929,12,5025029,"N"
2,50,23422,12,168516833,"N"
2,50,8647,12,66265105,"N"
2,49,23055,20,25536162,"N"
2,49,6031,12,30816805,"N"
2,48,11388,20,43083685,"Y"
2,48,16420,11,113632160,"N"
2,47,6527,30,33045124,"Y"
2,47,14922,99,54811705,"N"
2,47,83141,11,21693081,"N"
2,47,13333,20,46986397,"N"
2,46,11601,12,28019916,"N"
2,46,31666,30,68558378,"N"
2,38,22638,20,44133301,"N"
2,34,17777,20,56422009,"N"
2,64,16111,30,20721608,"N"
2,51,3436,30,121288212,"N"
2,54,14994,40,27840442,"N"
2,49,7083,20,5527300,"N"
2,47,6666,20,32065268,"N"
1,55,3425,13,17830309,"N"
1,57,53333,20,43080974,"N"
1,62,27777,20,12670294,"N"
2,89,8656,40,960600,"N"
1,83,9060,11,4876916,"N"
2,82,2364,12,2757700,"N"
1,82,1772,11,29265415,"N"
2,80,9784,11,16272792,"N"
1,79,7380,99,64550,"N"
2,77,4598,11,8554844,"N"
2,77,11388,30,4888430,"N"
1,77,5755,11,10208000,"N"
2,75,13939,99,30929442,"N"
2,75,7168,12,10168800,"N"
2,75,7899,11,19060216,"N"
2,75,22361,30,12927637,"Y"
1,75,80370,11,25528161,"N"
2,75,20023,12,39517854,"N"
2,74,16315,40,51178378,"N"
1,74,4747,11,14108400,"Y"
2,74,9310,20,114400,"N"
2,74,7668,12,10156870,"N"
2,74,21666,20,23682205,"N"
2,74,0,11,53100,"N"
1,74,2186,13,10681677,"N"
2,74,0,60,23114744,"N"
2,73,7092,11,18104873,"N"
1,73,26527,20,14628640,"N"
2,73,3550,12,12080000,"N"
2,73,61250,20,340287255,"N"
2,73,7367,12,10132450,"N"
1,72,7640,99,18991514,"N"
1,72,17500,20,9467590,"N"
1,72,17439,11,173773908,"N"
1,72,42777,20,7783107,"N"
1,72,15835,40,16414800,"N"
2,72,1033,12,13398797,"N"
2,72,10623,11,35061678,"N"
2,72,5390,13,11893882,"N"
2,72,31111,20,16666043,"N"
2,72,5779,99,12288780,"N"
1,71,22777,20,6104100,"N"
2,71,9580,11,24604218,"N"
2,71,8397,99,14335200,"N"
2,71,3788,12,39024173,"N"
2,71,27638,20,57154954,"N"
1,71,49679,11,5707638,"N"
2,71,31111,20,30683717,"N"
2,71,12713,13,128237163,"N"
1,70,9635,99,11556754,"N"
2,70,5159,40,8603960,"N"
1,70,8750,30,22183317,"N"
1,69,4970,11,46660,"N"
1,69,5770,99,11019466,"N"
1,69,5972,20,22745141,"N"
2,68,8985,50,16372066,"N"
2,68,33472,20,69479130,"Y"
2,68,7531,12,80233281,"N"
1,68,11255,99,7848060,"N"
1,68,6111,30,24539162,"N"
1,68,33888,20,39149773,"N"
2,68,0,60,78219738,"N"
1,68,5046,40,90090900,"N"
2,68,5627,99,55361656,"N"
2,68,6805,30,33075647,"N"
1,68,12975,11,28841048,"N"
1,68,12418,11,2687591,"N"
1,68,8000,40,37105500,"N"
2,68,30000,20,9024459,"N"
2,68,11111,20,29582300,"N"
2,67,10694,20,3432253,"N"
2,67,7398,11,46574063,"N"
2,67,21111,30,10374321,"N"
1,67,18611,30,94450,"N"
2,67,16870,20,22506248,"N"
2,67,14444,30,10117850,"N"
1,67,6112,40,18514700,"N"
1,67,20942,12,13303525,"N"
2,67,11147,12,35008628,"N"
2,67,3543,12,16197868,"N"
2,67,16666,20,66671019,"N"
2,67,10952,99,41829377,"N"
2,67,19583,20,19865700,"N"
2,67,2807,12,44696145,"N"
2,67,64516,11,13832444,"N"
2,67,14788,12,44055230,"N"
2,67,7078,30,8305495,"N"
1,66,18390,13,33310,"N"
1,66,12222,20,25315854,"N"
2,66,40000,20,35344769,"N"
1,66,7638,20,11809050,"N"
2,65,23333,20,33456573,"Y"
1,65,31666,20,110728636,"Y"
2,65,14644,12,24564631,"N"
2,65,28888,20,51246888,"N"
1,65,73194,20,4184640,"N"
2,65,55972,20,24890389,"Y"
2,65,0,12,30427657,"N"
2,65,17388,11,6925144,"N"
2,65,14250,12,29985640,"N"
1,65,19915,11,16610110,"N"
2,65,3186,11,28299488,"N"
2,65,8106,12,1092800,"N"
1,65,10000,30,10064250,"N"
1,64,4332,11,10159800,"N"
2,64,10595,40,36008128,"N"
2,64,6944,30,21787302,"N"
2,64,4907,99,13568907,"N"
2,64,3549,12,23131574,"N"
1,64,23472,20,46367124,"N"
1,64,85637,11,29224840,"N"
1,64,5277,30,37043581,"N"
1,64,11451,13,116156000,"N"
2,64,11493,40,70808700,"N"
2,64,11944,20,37608752,"N"
1,64,7083,30,2408100,"N"
1,64,7280,99,59129604,"N"
2,64,9722,20,2510200,"N"
2,64,25000,20,6785750,"N"
2,64,50833,20,26923173,"N"
2,63,13194,20,909720,"N"
2,63,17361,20,35750065,"Y"
1,63,30833,20,117602347,"N"
2,63,16301,11,19134029,"N"
2,63,10555,20,13422524,"N"
1,63,25416,20,5777910,"N"
2,63,15972,20,61346758,"N"
1,63,20465,12,21741000,"N"
2,63,3828,40,18249065,"N"
1,63,12638,20,42409415,"N"
1,63,4861,30,765500,"N"
2,63,34305,20,28673918,"N"
1,63,3750,30,6689433,"N"
1,63,8504,12,13290,"N"
1,63,15984,99,36639770,"N"
2,63,13888,20,32100550,"N"
1,63,18427,11,28507686,"N"
2,62,6403,11,15398313,"N"
1,62,40000,20,18644847,"Y"
2,62,24444,20,50576634,"N"
2,62,13026,40,6567268,"N"
1,62,9444,99,3762000,"N"
2,62,31250,20,20061222,"N"
2,62,30972,20,18320848,"N"
2,62,45555,20,16193356,"N"
2,62,9763,99,5560709,"N"
2,62,30277,30,5242840,"N"
1,62,8856,99,66383381,"N"
2,62,6111,30,48195473,"N"
2,62,6672,13,16774600,"Y"
2,62,14722,30,353696602,"N"
2,62,4696,12,109792651,"Y"
2,62,11111,20,736183,"N"
2,62,9570,11,33107155,"N"
2,62,26805,20,72409901,"N"
1,62,9545,30,33268571,"N"
2,62,19861,20,23510504,"N"
2,62,7409,12,53542062,"N"
2,61,32222,20,118684277,"N"
2,61,34444,20,60063092,"N"
2,61,5482,13,23003900,"N"
1,61,35972,20,24817880,"N"
2,61,45000,20,2332800,"N"
1,61,7401,40,22102080,"N"
2,61,16527,20,20097542,"N"
2,61,21666,20,32929818,"N"
2,61,13333,30,1642200,"Y"
2,61,4517,40,10688182,"Y"
1,61,18611,20,878600,"N"
1,61,11111,30,35755795,"N"
2,61,19444,20,20378225,"N"
1,61,13008,40,10992190,"N"
1,61,8038,30,4429952,"N"
2,60,6011,99,5747496,"N"
1,60,10000,20,5639759,"N"
2,60,31111,20,39635264,"N"
1,60,13121,40,27628658,"N"
2,60,10346,40,7287364,"N"
1,60,17241,40,38807661,"N"
1,60,20932,20,55644929,"N"
1,60,9861,20,8663303,"N"
2,60,41666,20,67806017,"Y"
2,60,15555,20,38018629,"N"
2,60,50000,12,28994500,"Y"
2,60,29305,20,28781054,"N"
2,60,4221,99,25378294,"N"
2,60,6038,99,53647859,"N"
2,60,46666,20,70753706,"N"
2,60,8055,20,13516128,"N"
2,60,14027,20,9078468,"N"
1,60,6289,99,39389827,"Y"
2,60,6156,40,39795664,"N"
1,60,36111,20,4332674,"N"
1,60,2198,13,82797968,"N"
2,60,11586,30,50917513,"N"
2,60,9123,40,15495878,"Y"
1,60,33056,11,49153085,"N"
2,60,24861,20,42771404,"N"
2,60,9965,12,43405779,"N"
1,60,23888,20,31004727,"N"
2,60,5887,12,67746258,"N"
2,60,177964,11,50276198,"N"
2,60,10000,20,23993590,"N"
2,60,7500,30,19781592,"N"
2,60,13415,99,340835992,"N"
2,60,22083,20,23495586,"N"
2,60,6982,99,23935036,"N"
1,60,8472,20,3333000,"N"
1,60,5694,30,12817600,"N"
2,59,22916,20,122075654,"N"
2,59,14410,30,9618736,"N"
2,59,25000,20,14943621,"N"
2,59,34985,11,49726593,"N"
1,59,88133,11,5649040,"N"
2,59,33333,20,6334328,"N"
1,59,7960,11,5600000,"N"
1,59,12260,11,40200,"Y"
1,59,8052,12,13266875,"N"
2,59,11666,20,44957818,"N"
2,59,4863,40,23732523,"Y"
2,59,20288,99,65722432,"N"
2,59,12827,12,44276113,"Y"
2,59,6896,11,5901600,"N"
2,59,18472,20,212797383,"N"
2,59,17500,20,140431015,"N"
2,59,15000,20,19495337,"N"
2,59,12751,40,3834024,"N"
2,59,5000,30,21157575,"N"
2,59,15416,20,123381696,"N"
1,59,13888,30,71613167,"N"
2,59,26250,20,136859933,"N"
1,59,7222,20,9736265,"N"
1,59,9722,30,20090689,"N"
1,59,11550,40,175326046,"N"
1,59,10121,11,58775855,"N"
2,59,11779,99,43274440,"Y"
2,58,30555,20,59014243,"N"
2,58,6890,40,97128468,"N"
2,58,10694,20,52694124,"N"
1,58,8611,20,15012308,"N"
2,58,17777,20,43682682,"N"
2,58,50833,20,12203789,"N"
1,58,23718,20,17887087,"N"
2,58,4267,13,45769333,"N"
2,58,25972,20,60819706,"N"
2,58,15416,20,27208638,"N"
1,58,39170,12,7320108,"N"
2,58,14444,30,111946732,"N"
2,58,10694,20,114015189,"Y"
2,58,8016,11,20934994,"N"
2,58,8023,12,90982047,"N"
2,58,8480,12,52610792,"N"
2,58,6017,40,18529200,"N"
1,58,10555,20,23562213,"N"
2,58,18022,40,34986778,"N"
1,58,3194,20,10187294,"N"
2,58,2404,13,31922061,"N"
2,58,10000,20,63352247,"N"
2,58,89285,11,10257057,"N"
2,58,8368,99,8036402,"N"
2,58,18333,20,28258910,"N"
2,58,24444,20,20369796,"N"
2,58,6685,70,39438342,"N"
2,58,13055,20,37690522,"N"
1,58,30555,20,26901420,"N"
2,58,20138,20,24212742,"N"
2,58,23055,20,114737099,"Y"
1,58,16111,20,9759800,"Y"
2,58,1944,20,3283862,"Y"
1,58,65694,20,71948359,"N"
2,58,9583,20,21352156,"N"
2,58,29861,20,23287552,"N"
2,58,2637,13,53278994,"N"
2,57,5277,30,4325279,"N"
2,57,22777,20,7552050,"N"
1,57,26805,20,48128400,"N"
2,57,6525,40,74951443,"N"
2,57,13333,30,32754031,"N"
2,57,37638,20,41600411,"N"
2,57,9278,13,51164738,"N"
1,57,24444,20,81387000,"Y"
2,57,12222,30,25227189,"N"
2,57,10555,20,4910765,"N"
2,57,24305,20,1532200,"N"
1,57,10416,20,12613890,"N"
2,57,1201,12,2097320,"N"
2,57,28333,20,8104274,"N"
2,57,12030,30,12306201,"N"
2,57,7313,99,32605257,"N"
2,57,5366,12,29693503,"Y"
2,57,9166,20,14875815,"N"
1,57,6399,12,20204662,"N"
2,57,5469,40,19624694,"N"
1,57,11666,20,25581874,"N"
2,57,1735,12,92816889,"N"
1,57,44061,20,3645194,"N"
2,57,48194,20,27075568,"N"
2,57,5277,30,11861060,"N"
2,57,7689,99,5634559,"N"
2,57,36388,20,6875850,"N"
1,57,21882,11,73235395,"N"
2,56,15000,20,12446472,"N"
1,56,6728,13,18686070,"Y"
2,56,4444,30,65114302,"Y"
2,56,3184,13,188127265,"N"
1,56,25555,20,28532949,"N"
1,56,21313,11,15757461,"N"
1,56,16388,20,21171880,"N"
2,56,9232,12,139241001,"N"
2,56,36666,20,75349831,"N"
1,56,8665,99,7808256,"N"
1,56,4298,99,3584059,"N"
1,56,22638,20,47500,"N"
1,56,39444,20,67041235,"N"
2,56,7692,40,98314331,"N"
1,56,0,11,31830613,"N"
2,56,5942,12,43946987,"N"
2,56,12777,20,20636800,"N"
2,56,7509,12,8418170,"N"
1,56,18333,20,132075598,"N"
1,56,22777,20,8921724,"N"
1,56,30416,20,67657080,"Y"
2,56,48194,20,5027680,"N"
1,56,8333,20,11837156,"N"
1,56,19355,40,161200,"Y"
2,56,15694,30,19326725,"N"
2,56,22137,20,13072727,"N"
2,56,16250,30,15323210,"Y"
1,56,22222,20,27234140,"N"
2,56,23333,20,12408542,"N"
2,56,9593,40,8023823,"N"
2,56,8888,20,8262802,"N"
2,56,10000,30,8407955,"N"
1,56,3170,99,1919764,"Y"
1,56,7777,20,23476302,"N"
2,56,5186,99,11368008,"N"
2,56,15431,12,45656837,"N"
1,56,12222,20,2776000,"N"
2,55,27777,20,15422880,"N"
2,55,13333,20,17729502,"N"
1,55,10771,30,18527285,"N"
1,55,20555,20,26300084,"N"
1,55,9444,20,35703002,"N"
2,55,8611,20,108419187,"N"
2,55,4745,12,29392877,"N"
2,55,27916,20,21942822,"N"
2,55,37916,20,44963463,"N"
2,55,15550,12,31500000,"N"
2,55,18750,20,15919825,"N"
2,55,10138,20,45842374,"Y"
2,55,2662,12,40200,"N"
1,55,3963,11,7156700,"N"
2,55,2801,12,82964871,"N"
2,55,23750,20,47612328,"N"
2,55,15801,40,1747452,"N"
2,55,2222,30,19988623,"Y"
2,55,12638,20,15584070,"N"
2,55,11388,20,38014645,"N"
2,55,15277,20,90582919,"N"
1,55,2523,11,23104131,"N"
2,55,50000,20,17293637,"N"
1,55,5791,99,25220956,"N"
2,55,14722,20,120951839,"N"
1,55,12500,20,54219336,"N"
1,54,29027,20,28416948,"N"
1,54,7500,20,43316448,"Y"
1,54,8875,12,2959569,"N"
2,54,36666,20,5406830,"N"
1,54,40694,20,59382482,"N"
1,54,19305,20,317654392,"N"
2,54,25000,20,7380798,"N"
2,54,8888,20,34359721,"N"
1,54,7083,30,32773372,"N"
2,54,7641,99,248293778,"N"
2,54,32222,20,12444098,"N"
2,54,13333,20,5516188,"N"
1,54,25833,20,33279865,"N"
1,54,12777,20,3004016,"N"
2,54,14166,20,36575987,"N"
2,54,46111,20,19254314,"N"
2,54,1467,12,15969116,"N"
2,54,4292,13,19946282,"N"
2,54,28888,20,123109903,"N"
2,54,1034,11,18313914,"N"
2,54,12777,20,27993040,"Y"
2,54,16367,99,50007362,"Y"
1,54,14444,20,19850265,"N"
1,54,10555,30,34886588,"N"
1,54,22361,20,6005568,"N"
2,54,43611,30,72378944,"N"
2,54,48611,20,4981920,"N"
1,54,5712,99,62700,"N"
2,54,15000,20,58131143,"Y"
2,54,10771,11,24632798,"N"
1,54,7636,11,6409950,"N"
2,53,9888,11,10787267,"N"
1,53,3117,30,35037402,"N"
2,53,12777,20,3328900,"N"
2,53,16870,20,1857800,"N"
2,53,7353,40,61694318,"N"
2,53,52777,20,45134992,"N"
2,53,15555,20,57113615,"N"
2,53,11388,20,24029666,"Y"
1,53,11175,12,37687022,"N"
2,53,5277,30,2639680,"N"
2,53,44027,20,16637062,"N"
1,53,4492,40,2065000,"N"
1,53,7777,30,14814678,"N"
1,53,5459,11,38432887,"N"
1,53,18555,13,9525060,"N"
2,53,10820,99,4979105,"N"
1,53,41111,20,26051618,"N"
2,53,4364,13,12641506,"N"
2,53,25555,20,38322830,"N"
2,53,1298,13,91887528,"Y"
1,53,16140,40,5133900,"N"
1,53,20555,30,28653670,"N"
2,52,4959,20,8315300,"Y"
2,52,13611,20,34278528,"N"
1,52,15471,20,224490,"N"
2,52,34166,20,20633850,"N"
2,52,8102,99,49472053,"N"
2,52,28472,20,56012649,"Y"
2,52,43888,20,69271138,"Y"
2,52,11809,40,115183512,"N"
1,52,7789,99,18342798,"N"
2,52,13611,20,14725518,"N"
2,52,23472,20,101061810,"N"
2,52,41250,20,641223,"N"
1,52,3052,99,35193984,"N"
2,52,15555,30,13957573,"N"
2,52,31111,20,24375437,"N"
2,52,7135,11,16220105,"N"
2,52,34444,20,19561644,"N"
1,52,7500,30,71468425,"N"
1,52,5146,40,6577808,"N"
1,52,6237,99,942000,"N"
2,51,32500,20,80222353,"N"
2,51,14166,20,19420732,"N"
2,51,10981,99,4664722,"N"
1,51,5304,13,3825853,"N"
1,51,6007,12,53987130,"N"
1,51,35972,20,30587113,"N"
1,51,10000,20,48885541,"N"
1,51,4305,20,45890455,"N"
2,51,10513,12,6745602,"N"
1,51,8012,40,4890368,"N"
1,51,34722,20,30152100,"N"
1,51,40000,20,103128720,"N"
2,51,15138,20,24964822,"N"
1,51,28888,30,55868376,"N"
2,51,10100,20,3327912,"N"
2,51,6161,40,49110338,"N"
1,51,17083,20,19963680,"N"
2,51,6527,20,41423147,"N"
2,51,3888,30,3839665,"N"
2,51,12071,12,91035332,"N"
1,51,11380,40,20568978,"N"
2,51,7403,11,7800520,"N"
2,51,2186,13,26189950,"N"
2,51,34444,20,116806171,"N"
1,51,4056,11,6326820,"N"
1,51,12916,20,31145001,"N"
2,51,38333,20,10349744,"N"
2,51,12361,20,20366870,"N"
1,51,27777,20,2817595,"N"
2,51,36944,20,39733029,"N"
1,50,16111,20,31154842,"N"
1,50,19166,20,45600710,"N"
2,50,34305,20,37697170,"N"
2,50,31805,20,51112926,"N"
1,50,14444,20,92710520,"N"
2,50,47638,20,180950591,"N"
2,50,14093,11,17876735,"N"
2,50,29861,20,13414614,"N"
1,50,9323,12,10583765,"N"
1,50,7222,20,2380800,"N"
2,50,13333,20,368480,"N"
2,50,20277,20,60514393,"Y"
2,50,8828,40,39760542,"Y"
2,50,8623,11,17931976,"N"
2,50,14305,30,34995543,"N"
2,50,11111,20,9219296,"N"
2,50,70694,20,6080900,"N"
1,50,0,60,6326890,"N"
2,50,19305,20,49984259,"N"
2,50,9042,11,25784028,"N"
1,50,8750,20,25038856,"N"
2,50,8888,30,80285990,"N"
1,50,50000,20,34253545,"N"
2,50,25000,20,102293467,"N"
2,50,5304,12,132598292,"N"
2,50,7777,20,40707679,"N"
1,50,9583,20,34786514,"N"
2,50,18055,20,6647835,"N"
2,50,8333,20,38284716,"N"
1,49,14166,20,10488956,"N"
2,49,2594,12,15081536,"N"
2,49,40416,20,51089504,"N"
2,49,16666,20,15151611,"N"
2,49,4999,99,14555631,"N"
1,49,10483,99,61603898,"N"
2,49,12777,30,10348043,"N"
2,49,10141,30,125545758,"N"
1,49,22361,20,28704786,"N"
2,49,54444,20,24096591,"N"
2,49,44444,20,7603333,"N"
1,49,33888,20,89518623,"N"
1,49,21034,12,57795829,"N"
1,49,6208,11,56537009,"N"
2,49,16111,20,28875774,"N"
2,49,23888,20,74505261,"N"
1,49,11666,20,15552639,"N"
2,49,15000,20,47255140,"N"
1,49,7840,12,85300,"Y"
2,49,0,12,3716361,"Y"
1,49,8055,20,883488,"N"
1,49,7850,12,14045805,"N"
1,49,49583,20,22421845,"N"
1,49,6613,12,21655560,"N"
2,49,14027,20,81369618,"N"
2,49,21805,20,25750038,"N"
1,48,4091,13,98964651,"N"
2,48,40186,40,41438793,"N"
2,48,14952,12,2605200,"N"
2,48,7215,11,29437401,"N"
2,48,35277,20,20837869,"N"
1,48,25972,20,3797950,"N"
2,48,22916,20,44643427,"N"
2,48,43888,20,30204830,"N"
2,48,12813,13,25257759,"N"
1,48,8757,40,288800,"N"
1,48,29305,20,15139704,"N"
1,48,13939,99,9084057,"Y"
1,48,10800,11,3450016,"Y"
1,48,11250,20,22000000,"N"
2,48,5915,40,13245921,"N"
2,48,6607,20,3188010,"N"
1,48,5142,40,4305838,"N"
1,48,13194,20,32453201,"N"
2,48,6527,30,2538121,"N"
2,48,31111,20,24301759,"N"
2,48,13611,30,21148106,"Y"
1,48,23750,20,4057501,"N"
2,48,5972,30,55407463,"N"
1,48,9370,13,25512751,"N"
2,48,4394,13,67469529,"N"
1,48,9166,20,13603200,"N"
1,48,9644,12,21614402,"N"
1,48,9968,12,626000,"N"
2,48,3472,30,146612574,"N"
2,48,22222,20,66166840,"Y"
2,48,12285,11,129140425,"N"
2,48,52916,20,73952590,"N"
2,48,6745,12,5193749,"N"
2,48,9861,30,22096463,"N"
2,48,37638,20,23781390,"N"
2,47,4937,30,15201976,"N"
1,47,18333,20,10256322,"N"
2,47,28333,20,81520033,"N"
2,47,6588,40,56102275,"N"
1,47,3472,30,6619120,"N"
2,47,17638,20,40512196,"N"
2,47,30277,20,15992495,"N"
1,47,6666,30,13177600,"N"
2,47,27500,20,48915262,"N"
2,47,26388,20,259055707,"N"
1,47,18611,20,46409178,"N"
1,47,16805,20,5836704,"N"
2,47,14151,99,20631226,"N"
2,47,4562,12,42123546,"N"
2,47,93894,11,29631236,"N"
2,47,22083,20,44037282,"N"
2,47,21111,20,5855914,"N"
2,47,21527,20,96004740,"N"
2,47,32222,20,2000000,"N"
2,47,6944,20,22446921,"N"
1,47,7500,20,20680809,"N"
1,47,4861,30,5746026,"N"
1,47,30972,20,74182556,"N"
2,47,7535,11,22803879,"N"
2,47,10099,99,22015077,"N"
2,47,2933,13,38635184,"N"
2,47,30555,20,23956284,"N"
2,47,27514,11,11309941,"N"
2,47,13540,30,21173736,"N"
1,47,8888,20,12998800,"N"
2,47,5197,11,37103473,"N"
1,47,70416,20,5183000,"N"
1,47,14027,20,9714135,"N"
2,47,12061,40,26016279,"N"
2,47,1993,13,35271405,"N"
1,46,8140,30,6101848,"N"
2,46,18611,20,155480652,"N"
2,46,3055,20,10284583,"N"
1,46,22916,20,24812954,"N"
2,46,6816,12,79562263,"Y"
2,46,6940,12,5816225,"Y"
2,46,26805,20,57593190,"N"
2,46,4247,13,98535310,"N"
2,46,23611,20,70563540,"N"
1,46,6111,20,2035940,"Y"
2,46,7638,30,15506509,"N"
1,46,20277,20,38712200,"N"
2,46,8549,13,4043700,"N"
1,46,942,11,20739478,"N"
1,46,12115,99,21023330,"N"
1,46,24429,20,35739000,"N"
2,46,5555,30,19034625,"N"
1,46,20833,20,94926223,"N"
1,46,20000,20,4785500,"N"
1,46,18472,20,54517535,"N"
2,46,19444,20,25959448,"N"
2,46,5694,20,12089431,"N"
2,46,147935,11,29128360,"N"
1,46,28888,20,18106342,"Y"
1,46,28611,20,10872956,"N"
1,46,28750,20,5566640,"N"
2,46,19722,20,12913652,"N"
1,46,13888,20,58056384,"N"
2,46,45138,20,42308471,"N"
2,46,17393,40,155021647,"N"
1,45,5416,20,6411591,"N"
2,45,12222,20,8558280,"N"
2,45,6527,20,31297565,"N"
2,45,9027,30,10411183,"N"
2,45,11805,20,2342908,"N"
1,45,34722,20,35594508,"Y"
1,45,22361,20,9783891,"N"
1,45,34722,30,20854455,"N"
1,45,14444,20,6418688,"N"
2,45,18888,20,21405828,"N"
1,45,8845,40,6935196,"N"
2,45,17222,20,4725822,"Y"
2,45,12222,20,2534600,"N"
2,45,6223,12,10017900,"Y"
1,45,7389,40,26139323,"N"
2,45,33333,20,93450464,"N"
2,45,22246,20,33314551,"N"
2,45,8333,20,21770636,"N"
2,45,14861,20,30946307,"N"
2,45,7500,20,61293044,"Y"
2,45,44027,20,63346042,"N"
2,45,15555,20,22578464,"N"
2,45,14444,30,3580795,"N"
2,45,3333,20,10191650,"N"
2,45,11248,40,18882624,"N"
2,45,3280,11,7972450,"N"
1,44,38611,20,28288079,"N"
1,44,39722,20,3141904,"N"
1,44,16805,20,20356575,"N"
2,44,15416,20,128758312,"N"
2,44,33888,20,24848783,"N"
1,44,13750,30,14036647,"N"
2,44,6944,20,5645340,"N"
2,44,3768,13,32966727,"N"
1,44,8194,20,5972637,"Y"
2,44,13750,30,10977642,"N"
2,44,1903,13,10491354,"N"
2,44,27916,20,12784853,"N"
1,44,13333,20,20582865,"N"
1,44,27500,20,26388921,"N"
2,44,35694,20,18681105,"N"
2,44,19722,20,13391386,"N"
2,44,26111,20,2027475,"N"
1,44,26944,20,33568008,"N"
1,44,23888,20,17219064,"N"
1,44,15000,20,22157384,"N"
1,44,6388,20,83083187,"N"
1,44,6666,30,22300,"N"
1,44,14305,30,16184792,"N"
1,44,57777,20,17034093,"N"
1,43,50000,12,70762527,"N"
1,43,1657,11,80778373,"N"
2,43,15277,20,43913008,"N"
1,43,21250,20,14083256,"N"
2,43,8771,12,16454525,"N"
